model_name;learning_rate;batch_size;optimizer;loss_function;img_size;target_feature;augument;filter;epochs;train_dataset_size;test_dataset_size;target_ratio_train_mean;test_positives_mean;target_ratio_test_mean;accuracy_min;accuracy_max;accuracy_mean;auc_min;auc_max;auc_mean;sensitivity_min;sensitivity_max;sensitivity_mean;specificity_min;specificity_max;specificity_mean;precision_min;precision_max;precision_mean;threshold_min;threshold_max;threshold_mean;run_date;elapsed_mins;iterations;status
cnn1;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.58;0.58;0.58;0.48;0.48;0.48;0.62;0.62;0.62;0.53;0.53;0.53;0.62;0.62;0.62;0.5054265;0.5054265;0.5054265;20231212_1404;0;1;OK
cnn1;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1230;0;1;OK
cnn1;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.39;0.39;0.39;0.43;0.43;0.43;0.1;0.1;0.1;0.76;0.76;0.76;0.33;0.33;0.33;0.55992806;0.55992806;0.55992806;20231212_1417;0;1;OK
cnn1;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.58;0.58;0.58;0.48;0.48;0.48;0.71;0.71;0.71;0.41;0.41;0.41;0.6;0.6;0.6;0.52402;0.52402;0.52402;20231212_1237;0;1;OK
cnn1;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.66;0.66;0.66;0.66;0.66;0.66;0.57;0.57;0.57;0.76;0.76;0.76;0.75;0.75;0.75;0.5653644;0.5653644;0.5653644;20231212_1426;0;1;OK
cnn2;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1245;0;1;OK
cnn2;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1438;0;1;OK
cnn2;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.74;0.74;0.74;0.73;0.73;0.73;0.86;0.86;0.86;0.59;0.59;0.59;0.72;0.72;0.72;0.5317003;0.5317003;0.5317003;20231212_1254;0;1;OK
cnn2;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.67;0.67;0.67;0.81;0.81;0.81;0.59;0.59;0.59;0.71;0.71;0.71;0.50632435;0.50632435;0.50632435;20231212_1449;0;1;OK
cnn2;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.58;0.43;0.5;0.54;0.5066666666666667;0.0;0.62;0.10333333333333333;0.53;1.0;0.9216666666666667;0.0;0.67;0.11166666666666668;0.56413156;1.0;0.92735526;20240224_0448;0;6;OK
cnn2;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.47;0.47;0.47;0.19;0.19;0.19;0.76;0.76;0.76;0.5;0.5;0.5;0.5023285;0.5023285;0.5023285;20231212_1302;0;1;OK
cnn2;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.67;0.458;0.32;0.68;0.5;0.0;0.72;0.23399999999999999;0.37;1.0;0.79;0.0;0.72;0.248;0.46172476;1.0;0.79257294;20240224_0240;0;5;OK
cnn2;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1500;0;1;OK
cnn2;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0524;0;6;OK
cnn2;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.67;0.45166666666666666;0.5;0.64;0.525;0.0;0.69;0.13166666666666665;0.63;1.0;0.93;0.0;0.75;0.24833333333333332;0.50219876;1.0;0.8379647599999999;20240224_0430;0;6;OK
cnn2;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0220;0;5;OK
cnn2;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0509;0;6;OK
cnn2;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.48;0.58;0.516;0.37;0.57;0.442;0.21;0.55;0.44800000000000006;0.47;0.95;0.6199999999999999;0.58;0.86;0.6799999999999999;0.5035377;0.5055129;0.50465256;20240224_0315;0;5;OK
cnn2;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.68;0.68;0.68;0.66;0.66;0.66;0.62;0.62;0.62;0.76;0.76;0.76;0.76;0.76;0.76;0.5213749;0.5213749;0.5213749;20231212_1308;0;1;OK
cnn2;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.69;0.5980000000000001;0.42;0.6;0.512;0.41;0.86;0.6759999999999999;0.26;0.79;0.484;0.62;0.75;0.674;0.39315677;0.5195569;0.48701363400000003;20240224_0410;1;5;OK
cnn2;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.61;0.61;0.61;0.55;0.55;0.55;0.38;0.38;0.38;0.88;0.88;0.88;0.8;0.8;0.8;0.529824;0.529824;0.529824;20231212_1510;0;1;OK
cnn2;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.58;0.54;0.46;0.52;0.484;0.45;0.72;0.5599999999999999;0.37;0.68;0.516;0.59;0.68;0.642;0.5026453;0.5189572;0.508540392;20240224_0342;0;5;OK
cnn2;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.71;0.73;0.718;0.62;0.64;0.632;0.86;0.9;0.876;0.47;0.47;0.4699999999999999;0.71;0.72;0.714;0.4213313;0.4531592;0.43793331999999996;20240224_0256;5;5;OK
cnn2;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.56;0.52;0.44;0.45;0.442;0.41;0.59;0.532;0.47;0.53;0.506;0.57;0.65;0.618;0.6935805;0.9960461;0.9323847799999999;20240224_0355;0;5;OK
cnn2;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.62;0.604;0.54;0.58;0.5599999999999999;0.55;0.72;0.648;0.47;0.63;0.546;0.66;0.72;0.6900000000000001;0.38440722;0.49042204;0.44148967800000005;20240224_0328;0;5;OK
cnn2;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1315;0;1;OK
cnn2;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1521;0;1;OK
cnn2;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.61;0.61;0.61;0.52;0.52;0.52;0.62;0.62;0.62;0.59;0.59;0.59;0.65;0.65;0.65;0.50186175;0.50186175;0.50186175;20231212_1322;0;1;OK
cnn2;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.56;0.56;0.56;0.71;0.71;0.71;0.53;0.53;0.53;0.65;0.65;0.65;0.5039071;0.5039071;0.5039071;20231212_1531;0;1;OK
cnn2;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1201;0;1;OK
cnn2;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1333;0;1;OK
cnn2;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.74;0.74;0.74;0.76;0.76;0.76;0.71;0.71;0.71;0.76;0.76;0.76;0.79;0.79;0.79;0.5171905;0.5171905;0.5171905;20231212_1209;0;1;OK
cnn2;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.79;0.79;0.79;0.71;0.71;0.71;0.95;0.95;0.95;0.59;0.59;0.59;0.74;0.74;0.74;0.54065377;0.54065377;0.54065377;20231212_1344;1;1;OK
cnn2;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1216;0;1;OK
cnn2;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1355;0;1;OK
cnn2;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.68;0.68;0.68;0.68;0.68;0.68;0.62;0.62;0.62;0.76;0.76;0.76;0.76;0.76;0.76;0.5082632;0.5082632;0.5082632;20231212_1223;0;1;OK
cnn2;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.64;0.64;0.64;0.57;0.57;0.57;0.71;0.71;0.71;0.71;0.71;0.71;0.5274912;0.5274912;0.5274912;20231212_1405;1;1;OK
cnn2;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1230;0;1;OK
cnn2;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1417;0;1;OK
cnn2;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.69;0.69;0.69;0.57;0.57;0.57;0.88;0.88;0.88;0.86;0.86;0.86;0.58513063;0.58513063;0.58513063;20231212_1237;0;1;OK
cnn2;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.58;0.58;0.58;0.53;0.53;0.53;0.67;0.67;0.67;0.47;0.47;0.47;0.61;0.61;0.61;0.5285794;0.5285794;0.5285794;20231212_1427;0;1;OK
cnn3;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1246;0;1;OK
cnn3;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1439;0;1;OK
cnn3;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1254;0;1;OK
cnn3;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1450;0;1;OK
cnn3;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.65;0.71;0.69;0.62;0.71;0.6516666666666667;0.66;0.83;0.7533333333333333;0.47;0.68;0.5866666666666667;0.71;0.78;0.7383333333333333;0.32573995;0.9325962;0.48622954166666665;20240224_0449;2;6;OK
cnn3;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1302;0;1;OK
cnn3;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.73;0.688;0.6;0.67;0.632;0.59;0.9;0.78;0.47;0.68;0.546;0.7;0.75;0.724;0.32093105;0.62067956;0.450962716;20240224_0240;2;5;OK
cnn3;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1500;0;1;OK
cnn3;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0524;0;6;OK
cnn3;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.52;0.42;0.5;0.55;0.5083333333333333;0.0;0.34;0.05666666666666667;0.79;1.0;0.965;0.0;0.71;0.11833333333333333;1.0;4.693905037;1.6156508395;20240224_0431;0;6;OK
cnn3;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0220;0;5;OK
cnn3;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0509;0;6;OK
cnn3;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.65;0.6140000000000001;0.41;0.63;0.57;0.62;0.76;0.678;0.32;0.63;0.516;0.58;0.73;0.6819999999999999;0.36972117;0.7179286;0.48775307999999995;20240224_0315;4;5;OK
cnn3;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1308;0;1;OK
cnn3;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.71;0.694;0.57;0.64;0.608;0.69;0.86;0.806;0.47;0.63;0.514;0.71;0.74;0.718;0.32385266;0.50600106;0.40073316200000003;20240224_0411;5;5;OK
cnn3;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1511;0;1;OK
cnn3;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.44;0.56;0.512;0.38;0.57;0.446;0.31;0.59;0.476;0.37;0.68;0.568;0.56;0.7;0.628;0.9923598;0.99389404;0.993255556;20240224_0342;0;5;OK
cnn3;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.58;0.46799999999999997;0.5;0.57;0.522;0.0;0.59;0.19999999999999998;0.58;1.0;0.874;0.0;0.75;0.28600000000000003;0.9999945;4.684886016;1.7369761032;20240224_0257;0;5;OK
cnn3;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.48;0.62;0.576;0.47;0.61;0.542;0.34;0.76;0.578;0.37;0.79;0.5800000000000001;0.62;0.78;0.682;0.9977042;0.99997437;0.9991063459999999;20240224_0355;0;5;OK
cnn3;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.48;0.58;0.532;0.4;0.56;0.49400000000000005;0.41;0.59;0.48999999999999994;0.53;0.68;0.6;0.6;0.71;0.65;0.05407751;0.057951253;0.055982255;20240224_0329;0;5;OK
cnn3;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1316;0;1;OK
cnn3;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1522;0;1;OK
cnn3;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1322;0;1;OK
cnn3;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1531;0;1;OK
cnn3;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1202;0;1;OK
cnn3;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1333;0;1;OK
cnn3;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.53;0.53;0.53;0.41;0.41;0.41;0.62;0.62;0.62;0.41;0.41;0.41;0.57;0.57;0.57;8.011829019;8.011829019;8.011829019;20231212_1209;0;1;OK
cnn3;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.55;0.55;0.55;0.46;0.46;0.46;0.62;0.62;0.62;0.47;0.47;0.47;0.59;0.59;0.59;8.797797019;8.797797019;8.797797019;20231212_1344;0;1;OK
cnn3;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1216;0;1;OK
cnn3;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1355;0;1;OK
cnn3;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1223;0;1;OK
cnn3;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1405;0;1;OK
cnn3;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1231;0;1;OK
cnn3;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1418;0;1;OK
cnn3;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1237;0;1;OK
cnn3;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.65;0.65;0.65;0.62;0.62;0.62;0.65;0.65;0.65;0.68;0.68;0.68;9.12213018;9.12213018;9.12213018;20231212_1427;0;1;OK
cnn4;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.68;0.68;0.68;0.65;0.65;0.65;0.67;0.67;0.67;0.71;0.71;0.71;0.74;0.74;0.74;0.6272508;0.6272508;0.6272508;20231212_1246;0;1;OK
cnn4;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.61;0.61;0.61;0.57;0.57;0.57;0.9;0.9;0.9;0.24;0.24;0.24;0.59;0.59;0.59;0.54950786;0.54950786;0.54950786;20231212_1439;0;1;OK
cnn4;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.53;0.53;0.53;0.42;0.42;0.42;0.29;0.29;0.29;0.82;0.82;0.82;0.67;0.67;0.67;0.5219039;0.5219039;0.5219039;20231212_1254;0;1;OK
cnn4;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.55;0.55;0.55;0.46;0.46;0.46;0.24;0.24;0.24;0.94;0.94;0.94;0.83;0.83;0.83;0.573727;0.573727;0.573727;20231212_1450;0;1;OK
cnn4;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.58;0.4633333333333333;0.44;0.5;0.47833333333333333;0.0;0.48;0.245;0.58;1.0;0.79;0.0;0.74;0.4283333333333334;0.46993643;1.0;0.7077498050000001;20240224_0449;0;6;OK
cnn4;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1302;0;1;OK
cnn4;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.69;0.5439999999999999;0.49;0.6;0.534;0.0;0.83;0.434;0.47;1.0;0.7060000000000001;0.0;0.71;0.41600000000000004;0.5791651;1.0;0.8031173;20240224_0241;0;5;OK
cnn4;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1500;0;1;OK
cnn4;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0524;0;6;OK
cnn4;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.71;0.48500000000000004;0.5;0.63;0.53;0.0;0.83;0.24166666666666667;0.53;1.0;0.8516666666666667;0.0;1.0;0.40166666666666667;0.39588532;1.0;0.7382606566666667;20240224_0431;1;6;OK
cnn4;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0221;0;5;OK
cnn4;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.62;0.4566666666666667;0.46;0.51;0.49500000000000005;0.0;0.72;0.21166666666666667;0.47;1.0;0.8233333333333333;0.0;0.68;0.21666666666666667;1.0;4.4746146016;1.8865140339500002;20240224_0509;0;6;OK
cnn4;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.69;0.594;0.44;0.59;0.532;0.34;0.79;0.55;0.53;0.79;0.664;0.65;0.78;0.718;0.4971649;0.55619246;0.53282077;20240224_0316;1;5;OK
cnn4;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.53;0.53;0.53;0.5;0.5;0.5;0.38;0.38;0.38;0.71;0.71;0.71;0.62;0.62;0.62;0.7825116;0.7825116;0.7825116;20231212_1309;0;1;OK
cnn4;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.73;0.694;0.59;0.68;0.632;0.66;0.9;0.78;0.47;0.68;0.556;0.71;0.76;0.73;0.36185068;0.4822632;0.40646229;20240224_0411;5;5;OK
cnn4;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.61;0.61;0.61;0.52;0.52;0.52;0.76;0.76;0.76;0.73;0.73;0.73;0.55554414;0.55554414;0.55554414;20231212_1511;0;1;OK
cnn4;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.62;0.5519999999999999;0.39;0.58;0.504;0.31;0.66;0.532;0.42;0.68;0.588;0.6;0.7;0.658;0.95504725;0.9667927;0.96035112;20240224_0342;0;5;OK
cnn4;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.69;0.75;0.722;0.61;0.66;0.636;0.83;0.9;0.8640000000000001;0.47;0.63;0.502;0.71;0.77;0.726;0.38574046;0.49868834;0.445058076;20240224_0258;4;5;OK
